scenario,,go,go,go,go,go,go,go,wait,wait,wait,wait,wait,wait,wait
line_volume_limit,,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP,TYNDP
year,,2020,2025,2030,2035,2040,2045,2050,2020,2025,2030,2035,2040,2045,2050
links,cooling pump,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204,46998793.14355204
links,decentral gas boiler,-50430442.68250722,-41907950.17709044,-29164419.259168684,-16519197.247654041,-7532497.410228852,-4432754.027960645,-2289774.0271629905,-50430442.68250722,-42239267.99616893,-30733878.01010072,-9159407.24913546,-3353146.792743238,-2808917.6733667897,-2241347.874207508
links,decentral heat pump,1006108618.5229431,997561305.325818,1098417688.4339378,1417597917.8840542,1728029263.1303809,1827499395.2189896,1900053831.0828784,1006108618.5229431,991296377.9039723,1054354455.641651,1712171251.3938265,1893922803.754352,1894415072.7276754,1894678318.9238875
links,decentral resistive heater,-671739.0291766893,-1742229.4556008023,-9214363.959855506,-14823573.05319364,-13886569.068709679,-12423469.737143066,-13199272.451447953,-671739.0291766893,-1345385.4181981564,-7683396.233762659,-14735924.727023656,-12887856.45833634,-12659837.774029993,-12654570.609356254
links,lignite,-442088226.9744704,-329162468.4042103,-18418749.170612387,-1430853.9919566722,-541866.806096611,-32183.63476985747,-8007.549203851146,-442088226.9744704,-334261557.2657171,-121022081.00848281,-309319.30920298514,-1551.0990149897777,-1750.4440503242363,-2399.4678914789074
links,nuclear,-1432624053.104219,-608543091.4106817,-176889464.1984174,-149043922.30895,-98369208.73269968,-44135187.5049598,-403308.9341554191,-1432624053.104219,-612606695.2316028,-180181827.04417348,-131714586.55799592,-105657339.50345872,-45597435.14902676,-423308.1486264077
links,oil,-170384.5217175701,-299764.57398684276,-428091.7839475027,-801045.2731330934,-656294.5575087372,-31527.877434678645,-8178.568277212565,-170384.5217175701,-238936.19492104396,-300427.34567281953,-258756.30428209918,-137942.52011016558,-125798.46795698183,-15273.10330737173
links,transmission lines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
links,water tanks charger,-380420.72144733777,-522355.8261436428,-3483873.8217363306,-8277842.439356881,-17147967.594682764,-13298221.984381462,-10255571.487521816,-380420.72144733777,-432017.3020732108,-3519492.4233521363,-18861436.79154528,-1389949.0395019453,-1567243.6033523742,-1720796.4009883902
links,water tanks discharger,-339703.30055649194,-467243.69527346233,-3132556.357873902,-7447053.205824622,-15430083.98949798,-11965431.248024756,-9227246.123237306,-339703.30055649194,-385997.75513648265,-3164609.417111957,-16972158.374593634,-1248953.4291110213,-1408483.8803007253,-1546549.0544721342
loads,cooling,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698,-70498189.71532698
loads,electricity,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254,-2851391291.3077254
loads,heat,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013,-3082288817.6537013
loads,urban heat,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927,-479991515.0050927
storage_units,PHS,-3093772.154892434,-5214609.902575931,-22596887.129870817,-16740653.179138243,-15570576.224095207,-16840250.183960628,-15616543.779024724,-3093772.154892434,-3623773.9490274526,-20346772.279619955,-16218053.224384466,-14943046.452672377,-15179723.844216097,-15025304.490360444
storage_units,hydro,316115871.993572,316122845.60310787,316108848.6680483,316117507.0962319,316059678.2270256,315987985.8797314,316100023.50748336,316115871.993572,316119667.75961626,316119981.5044489,316105658.9491086,316131962.02160597,316127167.2968319,316127876.9439214
stores,H2 Store tank,-2.555528075395483e-10,1.1845027129281371e-10,6.727945692968154e-10,1.8855034573592167e-09,7.876561278208349e-10,2.99975868147187e-09,4.4600336488245795e-10,-2.555528075395483e-10,-3.809751455280397e-10,2.2572587036833423e-10,2.1907254430658663e-09,1.8159522492504354e-09,8.43926828593411e-10,1.080090081609364e-09
stores,H2 Store underground,4.5240413997470197e-10,-2.8744562285965003e-11,1.846855557374738e-09,-1.0914738002298918e-09,1.2530246173980686e-08,6.307125763882482e-07,1.1871627094706128e-06,4.5240413997470197e-10,-6.40500106077746e-10,1.3358738559787753e-09,8.157184261392558e-09,2.920157671226775e-07,-2.796379906300217e-06,2.774731349575177e-06
stores,battery,4.202705848263544e-10,-1.51108403775857e-08,-1.2677356697743392e-07,2.6123447455228543e-06,3.4379223858849173e-06,-7.499111949083037e-06,1.5684802339099857e-05,4.202705848263544e-10,1.633040064979996e-08,6.26445118001584e-10,-2.9017644182435798e-06,1.1874838936831722e-05,2.4808277755521135e-06,-6.474030830334182e-06
stores,central water tank,-368558.15291379974,-738591.0043594694,-1494747.0055401088,-5518312.01655379,-17383779.353401184,-23189898.540169775,-25866638.708752688,-368558.15291379974,-712114.0991558223,-1257155.8682646677,-15487305.864207793,-21525255.61249262,-21406726.250510965,-21716367.29919932
stores,coal store,1369178263.3689358,667718788.2309995,17014976.397402007,6914721.968985348,4163283.910701239,61947.08221615682,14911.882636493947,1369178263.3689358,1002579658.0042076,86184513.78286314,3069449.8102484588,873757.991383266,919455.3739088656,1157934.1289683015
stores,gas store,3558941919.4801245,3710626898.1919785,3214512794.379448,1649610046.3962982,781318175.246994,358080057.89535975,-64188.60969573166,3558941919.4801245,4026743497.3359084,3381258722.480639,799607322.060909,-1754017.0891770176,-1805541.6209058445,-1973620.7382566016
stores,lignite store,659833174.5887622,491287266.2749402,27490670.40389906,2135602.973069659,808756.4270098688,48035.275775906695,11951.565975897234,659833174.5887622,498897846.6652499,180629971.6544519,461670.610750724,2315.0731567011626,2612.6030601854286,3581.295360416277
stores,nuclear store,2138244855.379431,908273270.7622123,264014125.66927946,222453615.38649216,146819714.52641743,65873414.18650708,601953.6330677898,2138244855.379431,914338351.0919447,268928100.06593055,196588935.16118777,157697521.64695343,68055873.35675633,631803.2069050863
stores,oil store,270451.62177392043,475816.78410609945,679510.7681706388,1271500.433544594,1041737.3928710135,50044.24989631533,12981.854408273908,270451.62177392043,379263.8014619747,476868.8026552716,410724.2925112692,218956.38112724668,199680.1078682249,24243.021122812235
stores,solid biomass store,277815.0229683404,248221.3433257951,497845.09378788323,834625.5938737956,124408169.77020968,158276057.94140851,146474935.83679685,277815.0229683404,222810.41806032823,278517.55002365285,178884214.70814797,220326229.91800225,214703736.88685995,207066439.15897667
stores,water tank,-26785.612440351924,-28782.931590861186,-29376.89916496927,-30099.837866661277,-30996.97560837122,-30000.962114396472,-27706.532761621285,-26785.612440351924,-28200.846106197438,-29356.74124192749,-31367.50419740303,-20033.17229491985,-20379.0932555512,-21703.695236690433
